Date,Country,Cases,Deaths,Population
2022-06-13,Austria,4335,0,8901064
2022-06-12,Austria,2866,3,8901064
2022-06-11,Austria,3052,3,8901064
2022-06-10,Austria,4031,0,8901064
2022-06-09,Austria,4305,3,8901064
2022-06-08,Austria,5224,1,8901064
2022-06-07,Austria,3728,2,8901064
2022-06-06,Austria,2388,3,8901064
2022-06-05,Austria,2081,3,8901064
2022-06-04,Austria,2398,3,8901064
2022-06-03,Austria,2717,1,8901064
2022-06-02,Austria,3260,6,8901064
2022-06-01,Austria,3209,3,8901064
2022-05-31,Austria,3592,5,8901064
2022-05-30,Austria,2381,3,8901064
2022-05-29,Austria,1749,0,8901064
2022-05-28,Austria,1892,2,8901064
2022-05-27,Austria,1821,1,8901064
2022-05-26,Austria,1754,7,8901064
2022-05-25,Austria,2607,2,8901064
2022-05-24,Austria,3158,13,8901064
2022-05-23,Austria,2428,4,8901064
2022-05-22,Austria,1756,4,8901064
2022-05-21,Austria,1753,5,8901064
2022-05-20,Austria,2707,3,8901064
2022-05-19,Austria,3142,6,8901064
2022-05-18,Austria,3395,5,8901064
2022-05-17,Austria,4408,4,8901064
2022-05-16,Austria,3279,8,8901064
2022-05-15,Austria,2513,3,8901064
2022-05-14,Austria,3334,3,8901064
2022-05-13,Austria,3706,3,8901064
2022-05-12,Austria,4765,12,8901064
2022-05-11,Austria,5065,6,8901064
2022-05-10,Austria,5967,7,8901064
2022-05-09,Austria,4734,7,8901064
2022-05-08,Austria,3912,19,8901064
2022-05-07,Austria,3465,6,8901064
2022-05-06,Austria,5117,10,8901064
2022-05-05,Austria,6111,6,8901064
2022-05-04,Austria,5980,9,8901064
2022-05-03,Austria,7159,14,8901064
2022-05-02,Austria,5606,13,8901064
2022-05-01,Austria,3944,14,8901064
2022-04-30,Austria,4465,6,8901064
2022-04-29,Austria,5294,10,8901064
2022-04-28,Austria,6065,15,8901064
2022-04-27,Austria,6526,17,8901064
2022-04-26,Austria,8242,14,8901064
2022-04-25,Austria,6181,16,8901064
2022-04-24,Austria,4339,11,8901064
2022-04-23,Austria,5508,17,8901064
2022-04-22,Austria,6503,23,8901064
2022-04-21,Austria,8079,27,8901064
2022-04-20,Austria,10925,14,8901064
2022-04-19,Austria,8501,19,8901064
2022-04-18,Austria,5751,16,8901064
2022-04-17,Austria,5602,20,8901064
2022-04-16,Austria,7430,23,8901064
2022-04-15,Austria,8717,22,8901064
2022-04-14,Austria,9849,16,8901064
2022-04-13,Austria,10338,24,8901064
2022-04-12,Austria,12472,33,8901064
2022-04-11,Austria,9506,29,8901064
2022-04-10,Austria,7313,26,8901064
2022-04-09,Austria,10607,29,8901064
2022-04-08,Austria,12969,28,8901064
2022-04-07,Austria,13842,31,8901064
2022-04-06,Austria,16313,38,8901064
2022-04-05,Austria,20931,36,8901064
2022-04-04,Austria,15291,27,8901064
2022-04-03,Austria,11473,40,8901064
2022-04-02,Austria,13951,29,8901064
2022-04-01,Austria,18938,50,8901064
2022-03-31,Austria,22163,44,8901064
2022-03-30,Austria,26097,49,8901064
2022-03-29,Austria,34082,39,8901064
2022-03-28,Austria,26080,36,8901064
2022-03-27,Austria,20978,33,8901064
2022-03-26,Austria,25561,40,8901064
2022-03-25,Austria,33155,46,8901064
2022-03-24,Austria,37233,41,8901064
2022-03-23,Austria,41161,49,8901064
2022-03-22,Austria,54742,35,8901064
2022-03-21,Austria,37061,39,8901064
2022-03-20,Austria,31255,36,8901064
2022-03-19,Austria,37585,34,8901064
2022-03-18,Austria,42251,41,8901064
2022-03-17,Austria,50841,39,8901064
2022-03-16,Austria,51903,27,8901064
2022-03-15,Austria,63884,34,8901064
2022-03-14,Austria,40264,29,8901064
2022-03-13,Austria,34431,27,8901064
2022-03-12,Austria,37610,28,8901064
2022-03-11,Austria,43718,29,8901064
2022-03-10,Austria,49618,25,8901064
2022-03-09,Austria,50219,25,8901064
2022-03-08,Austria,51269,26,8901064
2022-03-07,Austria,34197,33,8901064
2022-03-06,Austria,26621,23,8901064
2022-03-05,Austria,27695,32,8901064
2022-03-04,Austria,31611,33,8901064
2022-03-03,Austria,32031,32,8901064
2022-03-02,Austria,31788,32,8901064
2022-03-01,Austria,41021,40,8901064
2022-02-28,Austria,27411,31,8901064
2022-02-27,Austria,21282,28,8901064
2022-02-26,Austria,22129,31,8901064
2022-02-25,Austria,25135,37,8901064
2022-02-24,Austria,29836,33,8901064
2022-02-23,Austria,28583,26,8901064
2022-02-22,Austria,35323,30,8901064
2022-02-21,Austria,23723,29,8901064
2022-02-20,Austria,21382,23,8901064
2022-02-19,Austria,21778,29,8901064
2022-02-18,Austria,25778,20,8901064
2022-02-17,Austria,30569,30,8901064
2022-02-16,Austria,30879,25,8901064
2022-02-15,Austria,38783,31,8901064
2022-02-14,Austria,26498,36,8901064
2022-02-13,Austria,24057,23,8901064
2022-02-12,Austria,25012,33,8901064
2022-02-11,Austria,29842,32,8901064
2022-02-10,Austria,33344,28,8901064
2022-02-09,Austria,35313,19,8901064
2022-02-08,Austria,40354,16,8901064
2022-02-07,Austria,29011,26,8901064
2022-02-06,Austria,25892,19,8901064
2022-02-05,Austria,29933,26,8901064
2022-02-04,Austria,33172,17,8901064
2022-02-03,Austria,36810,25,8901064
2022-02-02,Austria,33612,21,8901064
2022-02-01,Austria,43962,16,8901064
2022-01-31,Austria,27706,13,8901064
2022-01-30,Austria,26099,16,8901064
2022-01-29,Austria,28940,15,8901064
2022-01-28,Austria,33560,20,8901064
2022-01-27,Austria,37797,18,8901064
2022-01-26,Austria,35744,10,8901064
2022-01-25,Austria,38127,15,8901064
2022-01-24,Austria,26676,13,8901064
2022-01-23,Austria,25118,16,8901064
2022-01-22,Austria,23340,11,8901064
2022-01-21,Austria,26650,16,8901064
2022-01-20,Austria,29609,8,8901064
2022-01-19,Austria,25119,12,8901064
2022-01-18,Austria,28089,8,8901064
2022-01-17,Austria,18310,8,8901064
2022-01-16,Austria,16098,11,8901064
2022-01-15,Austria,14837,8,8901064
2022-01-14,Austria,17028,12,8901064
2022-01-13,Austria,16915,9,8901064
2022-01-12,Austria,16795,9,8901064
2022-01-11,Austria,16507,10,8901064
2022-01-10,Austria,12637,12,8901064
2022-01-09,Austria,10894,13,8901064
2022-01-08,Austria,10698,8,8901064
2022-01-07,Austria,7031,14,8901064
2022-01-06,Austria,8880,9,8901064
2022-01-05,Austria,8780,10,8901064
2022-01-04,Austria,10067,12,8901064
2022-01-03,Austria,5999,22,8901064
2022-01-02,Austria,3481,12,8901064
2022-01-01,Austria,3001,8,8901064
2021-12-31,Austria,3696,14,8901064
2021-12-30,Austria,3816,30,8901064
2021-12-29,Austria,3176,16,8901064
2021-12-28,Austria,3337,25,8901064
2021-12-27,Austria,2600,26,8901064
2021-12-26,Austria,1735,24,8901064
2021-12-25,Austria,1626,21,8901064
2021-12-24,Austria,2114,19,8901064
2021-12-23,Austria,2263,24,8901064
2021-12-22,Austria,2160,23,8901064
2021-12-21,Austria,2809,31,8901064
2021-12-20,Austria,1950,33,8901064
2021-12-19,Austria,1886,37,8901064
2021-12-18,Austria,1984,30,8901064
2021-12-17,Austria,2347,35,8901064
2021-12-16,Austria,2698,40,8901064
2021-12-15,Austria,2926,36,8901064
2021-12-14,Austria,4125,52,8901064
2021-12-13,Austria,2927,50,8901064
2021-12-12,Austria,3263,41,8901064
2021-12-11,Austria,3259,50,8901064
2021-12-10,Austria,4817,57,8901064
2021-12-09,Austria,3117,59,8901064
2021-12-08,Austria,4313,63,8901064
2021-12-07,Austria,6064,70,8901064
2021-12-06,Austria,4405,65,8901064
2021-12-05,Austria,4267,59,8901064
2021-12-04,Austria,5314,70,8901064
2021-12-03,Austria,6260,70,8901064
2021-12-02,Austria,7245,77,8901064
2021-12-01,Austria,8773,75,8901064
2021-11-30,Austria,10959,51,8901064
2021-11-29,Austria,8111,80,8901064
2021-11-28,Austria,7987,71,8901064
2021-11-27,Austria,9618,59,8901064
2021-11-26,Austria,12046,80,8901064
2021-11-25,Austria,12129,74,8901064
2021-11-24,Austria,14454,62,8901064
2021-11-23,Austria,14515,65,8901064
2021-11-22,Austria,11976,66,8901064
2021-11-21,Austria,11633,70,8901064
2021-11-20,Austria,14093,48,8901064
2021-11-19,Austria,14065,66,8901064
2021-11-18,Austria,14883,54,8901064
2021-11-17,Austria,15020,60,8901064
2021-11-16,Austria,16470,51,8901064
2021-11-15,Austria,10990,48,8901064
2021-11-14,Austria,11197,48,8901064
2021-11-13,Austria,11438,60,8901064
2021-11-12,Austria,12654,59,8901064
2021-11-11,Austria,10587,63,8901064
2021-11-10,Austria,13225,31,8901064
2021-11-09,Austria,11975,39,8901064
2021-11-08,Austria,7761,35,8901064
2021-11-07,Austria,8019,29,8901064
2021-11-06,Austria,8118,32,8901064
2021-11-05,Austria,9709,35,8901064
2021-11-04,Austria,9779,29,8901064
2021-11-03,Austria,8977,35,8901064
2021-11-02,Austria,6582,24,8901064
2021-11-01,Austria,5285,24,8901064
2021-10-31,Austria,4801,18,8901064
2021-10-30,Austria,5630,27,8901064
2021-10-29,Austria,5983,14,8901064
2021-10-28,Austria,5938,17,8901064
2021-10-27,Austria,4311,29,8901064
2021-10-26,Austria,4485,25,8901064
2021-10-25,Austria,3449,12,8901064
2021-10-24,Austria,2797,23,8901064
2021-10-23,Austria,3532,17,8901064
2021-10-22,Austria,3710,17,8901064
2021-10-21,Austria,3487,16,8901064
2021-10-20,Austria,3619,14,8901064
2021-10-19,Austria,3978,13,8901064
2021-10-18,Austria,2729,11,8901064
2021-10-17,Austria,1997,20,8901064
2021-10-16,Austria,2147,21,8901064
2021-10-15,Austria,2383,12,8901064
2021-10-14,Austria,2393,11,8901064
2021-10-13,Austria,2115,11,8901064
2021-10-12,Austria,2720,19,8901064
2021-10-11,Austria,1598,12,8901064
2021-10-10,Austria,1298,10,8901064
2021-10-09,Austria,1585,12,8901064
2021-10-08,Austria,1876,8,8901064
2021-10-07,Austria,1854,11,8901064
2021-10-06,Austria,2037,7,8901064
2021-10-05,Austria,2679,16,8901064
2021-10-04,Austria,1460,8,8901064
2021-10-03,Austria,1371,11,8901064
2021-10-02,Austria,1559,15,8901064
2021-10-01,Austria,1808,9,8901064
2021-09-30,Austria,1738,9,8901064
2021-09-29,Austria,1925,8,8901064
2021-09-28,Austria,2613,17,8901064
2021-09-27,Austria,1590,8,8901064
2021-09-26,Austria,1385,11,8901064
2021-09-25,Austria,1385,14,8901064
2021-09-24,Austria,1830,9,8901064
2021-09-23,Austria,1817,10,8901064
2021-09-22,Austria,1839,11,8901064
2021-09-21,Austria,2106,9,8901064
2021-09-20,Austria,1380,12,8901064
2021-09-19,Austria,1340,19,8901064
2021-09-18,Austria,1429,7,8901064
2021-09-17,Austria,2027,11,8901064
2021-09-16,Austria,2212,11,8901064
2021-09-15,Austria,2319,12,8901064
2021-09-14,Austria,2599,15,8901064
2021-09-13,Austria,1848,9,8901064
2021-09-12,Austria,1390,3,8901064
2021-09-11,Austria,1838,7,8901064
2021-09-10,Austria,2246,11,8901064
2021-09-09,Austria,2339,10,8901064
2021-09-08,Austria,2169,8,8901064
2021-09-07,Austria,2300,8,8901064
2021-09-06,Austria,1801,4,8901064
2021-09-05,Austria,1391,9,8901064
2021-09-04,Austria,1576,9,8901064
2021-09-03,Austria,1932,6,8901064
2021-09-02,Austria,1692,8,8901064
2021-09-01,Austria,1557,4,8901064
2021-08-31,Austria,1851,4,8901064
2021-08-30,Austria,1281,3,8901064
2021-08-29,Austria,1081,3,8901064
2021-08-28,Austria,1345,9,8901064
2021-08-27,Austria,1378,6,8901064
2021-08-26,Austria,1404,3,8901064
2021-08-25,Austria,1450,6,8901064
2021-08-24,Austria,1621,2,8901064
2021-08-23,Austria,1154,6,8901064
2021-08-22,Austria,983,2,8901064
2021-08-21,Austria,1106,3,8901064
2021-08-20,Austria,1287,2,8901064
2021-08-19,Austria,1311,3,8901064
2021-08-18,Austria,1293,2,8901064
2021-08-17,Austria,1213,0,8901064
2021-08-16,Austria,876,0,8901064
2021-08-15,Austria,797,1,8901064
2021-08-14,Austria,832,5,8901064
2021-08-13,Austria,952,3,8901064
2021-08-12,Austria,968,2,8901064
2021-08-11,Austria,859,0,8901064
2021-08-10,Austria,874,3,8901064
2021-08-09,Austria,617,2,8901064
2021-08-08,Austria,436,2,8901064
2021-08-07,Austria,563,1,8901064
2021-08-06,Austria,571,3,8901064
2021-08-05,Austria,601,5,8901064
2021-08-04,Austria,497,3,8901064
2021-08-03,Austria,595,3,8901064
2021-08-02,Austria,402,2,8901064
2021-08-01,Austria,346,3,8901064
2021-07-31,Austria,420,4,8901064
2021-07-30,Austria,543,3,8901064
2021-07-29,Austria,532,2,8901064
2021-07-28,Austria,506,0,8901064
2021-07-27,Austria,547,1,8901064
2021-07-26,Austria,365,2,8901064
2021-07-25,Austria,316,3,8901064
2021-07-24,Austria,325,1,8901064
2021-07-23,Austria,342,5,8901064
2021-07-22,Austria,421,1,8901064
2021-07-21,Austria,419,1,8901064
2021-07-20,Austria,363,1,8901064
2021-07-19,Austria,336,3,8901064
2021-07-18,Austria,265,1,8901064
2021-07-17,Austria,336,1,8901064
2021-07-16,Austria,431,3,8901064
2021-07-15,Austria,352,0,8901064
2021-07-14,Austria,302,4,8901064
2021-07-13,Austria,273,3,8901064
2021-07-12,Austria,245,1,8901064
2021-07-11,Austria,184,0,8901064
2021-07-10,Austria,154,2,8901064
2021-07-09,Austria,178,2,8901064
2021-07-08,Austria,199,2,8901064
2021-07-07,Austria,148,2,8901064
2021-07-06,Austria,127,3,8901064
2021-07-05,Austria,103,0,8901064
2021-07-04,Austria,73,2,8901064
2021-07-03,Austria,68,4,8901064
2021-07-02,Austria,104,6,8901064
2021-07-01,Austria,108,1,8901064
2021-06-30,Austria,80,3,8901064
2021-06-29,Austria,106,5,8901064
2021-06-28,Austria,93,2,8901064
2021-06-27,Austria,73,1,8901064
2021-06-26,Austria,66,3,8901064
2021-06-25,Austria,117,0,8901064
2021-06-24,Austria,108,3,8901064
2021-06-23,Austria,99,6,8901064
2021-06-22,Austria,116,1,8901064
2021-06-21,Austria,102,5,8901064
2021-06-20,Austria,115,5,8901064
2021-06-19,Austria,108,6,8901064
2021-06-18,Austria,149,7,8901064
2021-06-17,Austria,131,3,8901064
2021-06-16,Austria,171,3,8901064
2021-06-15,Austria,180,4,8901064
2021-06-14,Austria,147,4,8901064
2021-06-13,Austria,103,4,8901064
2021-06-12,Austria,207,5,8901064
2021-06-11,Austria,198,8,8901064
2021-06-10,Austria,227,4,8901064
2021-06-09,Austria,287,6,8901064
2021-06-08,Austria,356,4,8901064
2021-06-07,Austria,307,5,8901064
2021-06-06,Austria,311,6,8901064
2021-06-05,Austria,326,5,8901064
2021-06-04,Austria,284,5,8901064
2021-06-03,Austria,351,5,8901064
2021-06-02,Austria,305,10,8901064
2021-06-01,Austria,489,9,8901064
2021-05-31,Austria,360,7,8901064
2021-05-30,Austria,328,9,8901064
2021-05-29,Austria,385,9,8901064
2021-05-28,Austria,424,13,8901064
2021-05-27,Austria,537,11,8901064
2021-05-26,Austria,607,13,8901064
2021-05-25,Austria,485,10,8901064
2021-05-24,Austria,407,7,8901064
2021-05-23,Austria,349,12,8901064
2021-05-22,Austria,509,9,8901064
2021-05-21,Austria,569,14,8901064
2021-05-20,Austria,661,8,8901064
2021-05-19,Austria,610,3,8901064
2021-05-18,Austria,845,15,8901064
2021-05-17,Austria,639,12,8901064
2021-05-16,Austria,521,12,8901064
2021-05-15,Austria,683,15,8901064
2021-05-14,Austria,637,12,8901064
2021-05-13,Austria,852,11,8901064
2021-05-12,Austria,997,26,8901064
2021-05-11,Austria,1158,13,8901064
2021-05-10,Austria,928,15,8901064
2021-05-09,Austria,745,25,8901064
2021-05-08,Austria,1060,15,8901064
2021-05-07,Austria,1156,23,8901064
2021-05-06,Austria,1385,23,8901064
2021-05-05,Austria,1395,20,8901064
2021-05-04,Austria,1726,27,8901064
2021-05-03,Austria,1448,24,8901064
2021-05-02,Austria,1109,31,8901064
2021-05-01,Austria,1540,31,8901064
2021-04-30,Austria,1667,18,8901064
2021-04-29,Austria,2119,27,8901064
2021-04-28,Austria,2156,31,8901064
2021-04-27,Austria,2273,24,8901064
2021-04-26,Austria,1917,29,8901064
2021-04-25,Austria,1592,19,8901064
2021-04-24,Austria,1898,28,8901064
2021-04-23,Austria,1972,18,8901064
2021-04-22,Austria,2484,34,8901064
2021-04-21,Austria,2618,25,8901064
2021-04-20,Austria,2530,46,8901064
2021-04-19,Austria,2093,30,8901064
2021-04-18,Austria,2015,29,8901064
2021-04-17,Austria,2033,39,8901064
2021-04-16,Austria,2366,34,8901064
2021-04-15,Austria,2356,33,8901064
2021-04-14,Austria,2737,40,8901064
2021-04-13,Austria,3179,33,8901064
2021-04-12,Austria,2242,35,8901064
2021-04-11,Austria,2057,39,8901064
2021-04-10,Austria,1967,34,8901064
2021-04-09,Austria,3458,36,8901064
2021-04-08,Austria,2509,36,8901064
2021-04-07,Austria,2872,50,8901064
2021-04-06,Austria,2850,25,8901064
2021-04-05,Austria,2009,32,8901064
2021-04-04,Austria,2333,47,8901064
2021-04-03,Austria,2819,38,8901064
2021-04-02,Austria,3307,42,8901064
2021-04-01,Austria,3095,36,8901064
2021-03-31,Austria,3393,38,8901064
2021-03-30,Austria,3136,33,8901064
2021-03-29,Austria,2797,37,8901064
2021-03-28,Austria,3232,34,8901064
2021-03-27,Austria,2645,29,8901064
2021-03-26,Austria,3305,28,8901064
2021-03-25,Austria,3216,37,8901064
2021-03-24,Austria,3448,28,8901064
2021-03-23,Austria,3539,22,8901064
2021-03-22,Austria,3023,38,8901064
2021-03-21,Austria,2437,36,8901064
2021-03-20,Austria,2692,30,8901064
2021-03-19,Austria,3650,43,8901064
2021-03-18,Austria,3221,30,8901064
2021-03-17,Austria,3520,40,8901064
2021-03-16,Austria,2873,33,8901064
2021-03-15,Austria,2759,35,8901064
2021-03-14,Austria,1908,30,8901064
2021-03-13,Austria,2525,33,8901064
2021-03-12,Austria,3034,32,8901064
2021-03-11,Austria,3056,34,8901064
2021-03-10,Austria,2869,30,8901064
2021-03-09,Austria,2412,32,8901064
2021-03-08,Austria,2523,24,8901064
2021-03-07,Austria,1948,23,8901064
2021-03-06,Austria,2245,34,8901064
2021-03-05,Austria,2763,30,8901064
2021-03-04,Austria,2349,24,8901064
2021-03-03,Austria,2400,27,8901064
2021-03-02,Austria,2452,30,8901064
2021-03-01,Austria,2192,22,8901064
2021-02-28,Austria,1401,32,8901064
2021-02-27,Austria,2224,32,8901064
2021-02-26,Austria,2495,25,8901064
2021-02-25,Austria,1889,28,8901064
2021-02-24,Austria,2446,35,8901064
2021-02-23,Austria,1966,36,8901064
2021-02-22,Austria,1890,36,8901064
2021-02-21,Austria,1226,32,8901064
2021-02-20,Austria,1656,34,8901064
2021-02-19,Austria,2090,23,8901064
2021-02-18,Austria,1710,30,8901064
2021-02-17,Austria,1901,38,8901064
2021-02-16,Austria,1657,28,8901064
2021-02-15,Austria,1500,34,8901064
2021-02-14,Austria,1168,31,8901064
2021-02-13,Austria,1171,35,8901064
2021-02-12,Austria,1268,34,8901064
2021-02-11,Austria,1562,37,8901064
2021-02-10,Austria,1668,41,8901064
2021-02-09,Austria,1470,40,8901064
2021-02-08,Austria,1233,37,8901064
2021-02-07,Austria,998,40,8901064
2021-02-06,Austria,1147,39,8901064
2021-02-05,Austria,1365,36,8901064
2021-02-04,Austria,1270,38,8901064
2021-02-03,Austria,1520,36,8901064
2021-02-02,Austria,1642,58,8901064
2021-02-01,Austria,1219,51,8901064
2021-01-31,Austria,1134,58,8901064
2021-01-30,Austria,1099,45,8901064
2021-01-29,Austria,1487,56,8901064
2021-01-28,Austria,1421,50,8901064
2021-01-27,Austria,1472,51,8901064
2021-01-26,Austria,1585,58,8901064
2021-01-25,Austria,1425,52,8901064
2021-01-24,Austria,947,51,8901064
2021-01-23,Austria,1262,70,8901064
2021-01-22,Austria,1453,50,8901064
2021-01-21,Austria,1789,64,8901064
2021-01-20,Austria,1742,45,8901064
2021-01-19,Austria,1657,57,8901064
2021-01-18,Austria,1631,65,8901064
2021-01-17,Austria,1010,52,8901064
2021-01-16,Austria,1320,70,8901064
2021-01-15,Austria,1557,63,8901064
2021-01-14,Austria,1536,61,8901064
2021-01-13,Austria,1656,64,8901064
2021-01-12,Austria,2162,72,8901064
2021-01-11,Austria,1706,69,8901064
2021-01-10,Austria,1387,60,8901064
2021-01-09,Austria,1546,48,8901064
2021-01-08,Austria,2297,52,8901064
2021-01-07,Austria,2003,71,8901064
2021-01-06,Austria,2085,69,8901064
2021-01-05,Austria,2962,61,8901064
2021-01-04,Austria,2292,75,8901064
2021-01-03,Austria,1895,57,8901064
2021-01-02,Austria,1635,69,8901064
2021-01-01,Austria,1591,69,8901064
2020-12-31,Austria,2003,73,8901064
2020-12-30,Austria,2711,78,8901064
2020-12-29,Austria,2975,83,8901064
2020-12-28,Austria,2125,89,8901064
2020-12-27,Austria,1697,64,8901064
2020-12-26,Austria,1163,94,8901064
2020-12-25,Austria,1286,70,8901064
2020-12-24,Austria,1807,86,8901064
2020-12-23,Austria,2855,99,8901064
2020-12-22,Austria,2557,114,8901064
2020-12-21,Austria,2108,89,8901064
2020-12-20,Austria,1353,91,8901064
2020-12-19,Austria,1505,96,8901064
2020-12-18,Austria,2151,96,8901064
2020-12-17,Austria,1950,108,8901064
2020-12-16,Austria,2389,105,8901064
2020-12-15,Austria,2758,97,8901064
2020-12-14,Austria,2743,118,8901064
2020-12-13,Austria,2506,104,8901064
2020-12-12,Austria,2638,105,8901064
2020-12-11,Austria,2836,139,8901064
2020-12-10,Austria,3090,122,8901064
2020-12-09,Austria,2480,133,8901064
2020-12-08,Austria,2632,117,8901064
2020-12-07,Austria,2512,132,8901064
2020-12-06,Austria,2067,106,8901064
2020-12-05,Austria,2865,123,8901064
2020-12-04,Austria,3591,139,8901064
2020-12-03,Austria,3655,145,8901064
2020-12-02,Austria,3569,137,8901064
2020-12-01,Austria,3937,144,8901064
2020-11-30,Austria,3375,135,8901064
2020-11-29,Austria,2391,121,8901064
2020-11-28,Austria,3737,136,8901064
2020-11-27,Austria,4238,130,8901064
2020-11-26,Austria,5018,120,8901064
2020-11-25,Austria,5391,123,8901064
2020-11-24,Austria,5743,105,8901064
2020-11-23,Austria,4608,122,8901064
2020-11-22,Austria,2436,105,8901064
2020-11-21,Austria,5153,118,8901064
2020-11-20,Austria,6466,127,8901064
2020-11-19,Austria,6607,117,8901064
2020-11-18,Austria,6433,94,8901064
2020-11-17,Austria,7522,105,8901064
2020-11-16,Austria,6075,104,8901064
2020-11-15,Austria,4613,85,8901064
2020-11-14,Austria,5097,96,8901064
2020-11-13,Austria,7018,99,8901064
2020-11-12,Austria,8258,99,8901064
2020-11-11,Austria,9176,91,8901064
2020-11-10,Austria,7438,72,8901064
2020-11-09,Austria,6246,80,8901064
2020-11-08,Austria,5745,55,8901064
2020-11-07,Austria,5325,75,8901064
2020-11-06,Austria,8091,46,8901064
2020-11-05,Austria,6953,61,8901064
2020-11-04,Austria,7112,65,8901064
2020-11-03,Austria,6361,56,8901064
2020-11-02,Austria,5193,41,8901064
2020-11-01,Austria,4477,33,8901064
2020-10-31,Austria,4791,52,8901064
2020-10-30,Austria,5716,41,8901064
2020-10-29,Austria,5048,43,8901064
2020-10-28,Austria,4469,35,8901064
2020-10-27,Austria,4374,31,8901064
2020-10-26,Austria,2782,26,8901064
2020-10-25,Austria,2473,23,8901064
2020-10-24,Austria,2971,16,8901064
2020-10-23,Austria,3346,20,8901064
2020-10-22,Austria,3232,19,8901064
2020-10-21,Austria,2653,20,8901064
2020-10-20,Austria,1979,13,8901064
2020-10-19,Austria,1646,15,8901064
2020-10-18,Austria,1199,9,8901064
2020-10-17,Austria,1485,16,8901064
2020-10-16,Austria,1795,10,8901064
2020-10-15,Austria,1521,6,8901064
2020-10-14,Austria,1436,8,8901064
2020-10-13,Austria,1321,7,8901064
2020-10-12,Austria,1141,10,8901064
2020-10-11,Austria,832,14,8901064
2020-10-10,Austria,1014,8,8901064
2020-10-09,Austria,1260,9,8901064
2020-10-08,Austria,1110,11,8901064
2020-10-07,Austria,1274,8,8901064
2020-10-06,Austria,1077,11,8901064
2020-10-05,Austria,926,10,8901064
2020-10-04,Austria,738,10,8901064
2020-10-03,Austria,718,5,8901064
2020-10-02,Austria,1014,6,8901064
2020-10-01,Austria,790,8,8901064
2020-09-30,Austria,854,3,8901064
2020-09-29,Austria,759,6,8901064
2020-09-28,Austria,739,2,8901064
2020-09-27,Austria,545,6,8901064
2020-09-26,Austria,591,5,8901064
2020-09-25,Austria,762,5,8901064
2020-09-24,Austria,658,6,8901064
2020-09-23,Austria,804,5,8901064
2020-09-22,Austria,719,3,8901064
2020-09-21,Austria,582,4,8901064
2020-09-20,Austria,471,5,8901064
2020-09-19,Austria,667,3,8901064
2020-09-18,Austria,874,4,8901064
2020-09-17,Austria,806,5,8901064
2020-09-16,Austria,854,5,8901064
2020-09-15,Austria,723,1,8901064
2020-09-14,Austria,820,1,8901064
2020-09-13,Austria,414,1,8901064
2020-09-12,Austria,414,4,8901064
2020-09-11,Austria,930,4,8901064
2020-09-10,Austria,598,4,8901064
2020-09-09,Austria,692,1,8901064
2020-09-08,Austria,552,1,8901064
2020-09-07,Austria,396,0,8901064
2020-09-06,Austria,367,2,8901064
2020-09-05,Austria,217,1,8901064
2020-09-04,Austria,380,5,8901064
2020-09-03,Austria,366,1,8901064
2020-09-02,Austria,429,2,8901064
2020-09-01,Austria,286,2,8901064
2020-08-31,Austria,220,3,8901064
2020-08-30,Austria,224,0,8901064
2020-08-29,Austria,237,0,8901064
2020-08-28,Austria,395,1,8901064
2020-08-27,Austria,226,0,8901064
2020-08-26,Austria,319,0,8901064
2020-08-25,Austria,301,0,8901064
2020-08-24,Austria,243,5,8901064
2020-08-23,Austria,193,2,8901064
2020-08-22,Austria,229,2,8901064
2020-08-21,Austria,302,3,8901064
2020-08-20,Austria,331,1,8901064
2020-08-19,Austria,347,2,8901064
2020-08-18,Austria,252,2,8901064
2020-08-17,Austria,259,1,8901064
2020-08-16,Austria,169,1,8901064
2020-08-15,Austria,156,1,8901064
2020-08-14,Austria,349,1,8901064
2020-08-13,Austria,251,3,8901064
2020-08-12,Austria,190,2,8901064
2020-08-11,Austria,187,2,8901064
2020-08-10,Austria,158,0,8901064
2020-08-09,Austria,72,1,8901064
2020-08-08,Austria,104,2,8901064
2020-08-07,Austria,90,4,8901064
2020-08-06,Austria,119,2,8901064
2020-08-05,Austria,159,1,8901064
2020-08-04,Austria,83,0,8901064
2020-08-03,Austria,93,2,8901064
2020-08-02,Austria,70,2,8901064
2020-08-01,Austria,62,3,8901064
2020-07-31,Austria,123,4,8901064
2020-07-30,Austria,190,4,8901064
2020-07-29,Austria,102,1,8901064
2020-07-28,Austria,153,0,8901064
2020-07-27,Austria,96,3,8901064
2020-07-26,Austria,101,0,8901064
2020-07-25,Austria,112,2,8901064
2020-07-24,Austria,153,0,8901064
2020-07-23,Austria,117,2,8901064
2020-07-22,Austria,162,1,8901064
2020-07-21,Austria,137,0,8901064
2020-07-20,Austria,90,3,8901064
2020-07-19,Austria,87,5,8901064
2020-07-18,Austria,81,0,8901064
2020-07-17,Austria,124,0,8901064
2020-07-16,Austria,141,1,8901064
2020-07-15,Austria,130,1,8901064
2020-07-14,Austria,122,1,8901064
2020-07-13,Austria,99,2,8901064
2020-07-12,Austria,52,2,8901064
2020-07-11,Austria,90,3,8901064
2020-07-10,Austria,105,0,8901064
2020-07-09,Austria,72,1,8901064
2020-07-08,Austria,118,0,8901064
2020-07-07,Austria,91,0,8901064
2020-07-06,Austria,68,1,8901064
